16,16237
16,51986
16,201405
16,12304
16,119078
16,28603
16,107677
16,23216
16,127315
16,103955
16,89928
16,31537
16,17840
16,73372
16,161160
16,125441
16,44193
16,107600
16,137632
16,39869
16,148891
16,112137
16,107456
16,74189
16,6002
16,80020
16,54337
16,61879
16,69913
16,85122
16,131195
16,81634
16,47835
16,112048
16,40083
16,165607
16,82708
16,45448
16,75536
16,42088
16,43894
16,62361
16,30022
16,66667
16,34307
16,53017
16,103571
16,51227
16,23448
16,122882
16,53038
16,52578
16,30346
16,29516
16,73643
16,34936
16,65877
16,28180
16,67903
16,27296
16,71923
16,103431
16,60193
16,82037
16,36389
16,20971
16,20961
16,144252
16,89474
16,167003
16,64404
16,167285
16,201573
16,79288
16,90627
16,55761
16,93718
16,32553
16,103425
16,75428
16,47211
16,61833
16,45757
16,28306
16,46150
16,7912
16,40120
16,136566
16,117554
16,90513
16,52784
16,57300
16,14967
16,92295
16,30890
16,160494
16,128457
16,132109
16,109855
16,101160
16,87860
16,65516
16,67522
16,74917
16,69002
16,76937
16,123168
16,108794
16,81251
16,41634
16,6311
16,1716
16,117755
16,119346
16,92293
16,34687
16,209008
16,36675
16,101371
16,21207
16,151559
16,71007
16,31744
16,118644
16,45032
16,53309
16,65608
16,94143
16,95057
16,75109
16,105290
16,51344
16,53121
16,57732
16,61015
16,18845
16,93544
16,220737
16,48069
16,80903
16,37210
16,70540
16,24571
16,59608
16,52469
16,83734
16,50740
16,85345
16,65784
16,95097
16,42981
16,4057
16,60670
16,99837
16,35174
16,84905
16,61644
16,115368
16,48383
16,81340
16,16003
16,83800
16,85071
16,54762
16,67149
16,98269
16,51176
16,118236
16,65479
16,58108
16,79140
16,67554
16,64105
16,136749
16,74697
16,73236
16,100506
16,139875
16,100241
16,190502
16,151949
16,71285
16,120083
16,68123
16,33580
16,104033
16,70677
16,59376
16,25548
16,45415
16,76772
16,88267
16,151455
16,136911
16,37719
16,40371
16,98231
16,108583
16,48723
16,122175
16,62773
16,106843
16,68317
16,95858
16,219377
16,64398
16,63345
16,76403
16,93696
16,81682
16,72025
16,105256
16,75723
16,21806
16,132390
16,81469
16,34062
16,138373
16,65302
16,96887
16,93191
16,102841
16,33483
16,40381
16,51103
16,85220
16,50807
16,123295
16,187988
16,37472
16,73035
16,51240
16,38512
16,125336
16,52340
16,93151
16,62618
16,104158
16,87566
16,136677
16,3942
16,30875
16,16733
16,76608
16,40736
16,50075
16,67747
16,50896
16,32096
16,62218
16,115851
16,57003
16,43976
16,41898
16,139061
16,72612
16,164360
16,86391
16,64019
16,128995
16,64892
16,49972
16,67052
16,137264
16,25741
16,95422
16,95364
16,68130
16,79164
16,154676
16,54013
16,106688
16,73992
16,101611
16,197419
16,126107
16,40792
16,138793
16,101831
16,48094
16,58825
16,66801
16,82899
16,159503
16,148399
16,94410
16,71196
16,117532
16,31942
16,108965
16,176724
16,123407
16,50012
16,28004
16,10643
16,24962
16,104696
16,130036
16,157548
16,82355
16,115657
16,35106
16,80276
16,45640
16,89969
16,54777
16,100550
16,69303
16,123854
16,78372
16,62154
16,10956
16,54940
16,74094
16,5811
16,27992
16,191010
16,62473
16,78430
16,86580
16,52456
16,109193
16,141131
16,139722
16,78473
16,200734
16,80870
16,68240
16,103194
16,140773
16,13156
16,138873
16,50018
16,73154
16,89727
16,85752
16,111790
16,124447
16,50756
16,99960
16,38267
16,25302
16,81403
16,87643
16,114041
16,26598
16,161641
16,69271
16,17759
16,68030
16,134443
16,31403
16,113728
16,64328
16,74812
16,39872
16,54623
16,170362
16,155977
16,66655
16,87224
16,90710
16,151466
16,71519
16,100327
16,59207
16,96335
16,76578
16,97808
16,168052
16,99362
16,17927
16,25989
16,30127
16,130033
16,119280
16,166933
16,15351
16,55252
16,79578
16,97406
16,46168
16,46618
16,125065
16,57445
16,83177
16,71030
16,129797
16,65353
16,71943
16,24999
16,74298
16,64576
16,70257
16,167125
16,116197
16,120343
16,86477
16,76428
16,85883
16,111860
16,22608
16,34179
16,5754
16,72792
16,104749
16,83511
16,76581
16,81710
16,141788
16,157506
16,46883
16,70792
16,108778
16,21040
16,84485
16,131244
16,124455
16,126526
16,155571
16,15397
16,104059
16,68046
16,42395
16,171567
16,81640
16,131042
16,128943
16,124234
16,63813
16,71343
16,40942
16,134524
16,16430
16,83674
16,13713
16,51395
16,46885
16,84871
16,71397
16,51876
16,72692
16,123915
16,84683
16,93075
16,42120
16,17719
16,54335
16,92015
16,120912
16,119946
16,118742
16,44563
16,49675
16,44627
16,64497
16,110008
16,126769
16,81073
16,164466
16,65498
16,22110
16,42768
16,29566
16,54899
16,63580
16,164209
16,26671
16,66811
16,28370
16,78638
16,118098
16,54659
16,96594
16,125477
16,9637
16,70160
16,98834
16,160631
16,32875
16,58011
16,94775
16,51220
16,113034
16,153897
16,131784
16,161062
16,58009
16,60451
16,129237
16,77731
16,76479
16,58712
16,89582
16,108348
16,121516
16,96276
16,50486
16,119560
16,105582
16,22917
16,110717
16,66029
16,99698
16,34704
16,111672
16,76561
16,13738
16,43320
16,55726
16,36346
16,85324
16,95308
16,101706
16,94975
16,160999
16,11132
16,62135
16,131796
16,65919
16,62926
16,48165
16,81710
16,149744
16,95588
16,106769
16,122632
16,22392
16,145842
16,6066
16,58599
16,64165
16,134538
16,120490
16,125091
16,64732
16,75154
16,31770
16,77986
16,112812
16,79526
16,28349
16,139827
16,74249
16,117833
16,112323
16,77426
16,43587
16,33652
16,40179
16,82536
16,71653
16,89975
16,72512
16,96800
16,69010
16,122778
16,22055
16,127277
16,106034
16,26746
16,115674
16,149161
16,74357
16,181467
16,75303
16,45992
16,117406
16,18685
16,51669
16,68099
16,4168
16,128146
16,57012
16,86475
16,17670
16,63673
16,107350
16,114009
16,189292
16,59994
16,126094
16,75668
16,60860
16,71770
16,127532
16,91955
16,118207
16,30887
16,109404
16,119365
16,91292
16,126919
16,94108
16,40147
16,154814
16,106581
16,119797
16,94104
16,83161
16,102269
16,113266
16,134015
16,136164
16,129651
16,22230
16,62145
16,86622
16,57287
16,101413
16,83962
16,129111
16,59690
16,86704
16,126867
16,16812
16,174847
16,71133
16,98114
16,211867
16,58828
16,89344
16,65820
16,22807
16,132253
16,39634
16,112032
16,128883
16,61987
16,173665
16,25234
16,44964
16,96085
16,20032
16,31957
16,45946
16,39901
16,64016
16,104127
16,108221
16,115268
16,150964
16,51909
16,26336
16,94626
16,42044
16,100831
16,40479
16,77460
16,31360
16,74956
16,143143
16,28524
16,81138
16,95453
16,11454
16,89542
16,41817
16,49714
16,91546
16,77704
16,42050
16,92573
16,156619
16,164158
16,158579
16,75092
16,126743
16,80146
16,88454
16,127736
16,5464
16,84714
16,31665
16,106926
16,49887
16,75304
16,245466
16,49456
16,171987
16,89341
16,42079
16,87421
16,44016
16,121045
16,89213
16,130288
16,141526
16,53021
16,146125
16,16995
16,5114
16,161343
16,144551
16,42923
16,72303
16,39482
16,186178
16,89282
16,51861
16,97410
16,86594
16,57097
16,65031
16,91041
16,27086
16,53899
